PctBachDeg25_Over,incidenceRate,PctHS25_Over,povertyPercent,PctPublicCoverageAlone,PctPrivateCoverage,PctUnemployed16_Over,PctHS18_24,deathRate
26.9,310.5,25.5,10.4,14.5,64.1,5.7,38.6,127.68051536047575
8.8,445.8,40.2,23.3,29.5,46.7,5.9,38.7,193.00510351182425
12.9,397.1,32.2,13.2,12.4,73.4,5.2,46.1,164.18400192880478
16.7,572.8,31.4,14.8,22.5,65.6,8.0,28.3,197.12644498340222
22.7,400.5,26.4,8.2,12.8,79.6,5.1,36.9,145.81284428826433
11.1,470.0,35.9,32.9,29.2,46.8,11.3,44.7,206.33316542885734
12.2,371.0,36.2,10.4,14.0,77.0,8.3,35.6,157.14940299104745
6.1,492.4,41.3,22.6,24.1,48.0,12.9,28.0,205.921868321714
12.4,385.7,42.5,10.5,16.0,73.4,3.7,39.0,161.4562872910083
11.2,365.5,37.5,20.4,21.2,56.7,7.6,35.8,168.47374865670224
10.4,558.5,34.2,27.6,36.8,42.0,11.2,30.9,218.4621755022653
11.1,516.3,36.7,16.7,18.9,67.9,8.0,21.0,191.27859489072378
13.7,492.3,34.0,12.3,18.0,68.8,5.9,37.9,182.77488141301131
27.3,479.6,24.1,10.8,14.6,74.3,5.4,24.3,156.7343023227195
10.1,412.0,35.4,25.3,20.9,52.8,9.4,20.3,179.48815466177007
9.5,463.5,43.5,14.4,19.5,65.1,6.6,23.8,183.01762992894388
11.5,511.5,33.8,40.1,35.6,38.9,16.3,33.6,220.89988247336572
37.8,424.0,12.9,3.7,5.6,88.9,4.1,28.8,122.73940424590987
8.3,442.5,42.7,23.0,27.7,50.9,6.9,26.0,189.63398098183498
14.4,424.9,31.5,13.0,10.0,83.9,1.2,11.1,153.7722102543562
12.7,464.0,35.6,24.4,23.0,54.8,6.8,37.8,190.60351836909513
10.3,491.2,32.1,20.6,26.2,56.9,12.3,38.6,197.9492536932203
14.7,436.5,34.4,7.1,8.8,77.0,4.0,37.6,163.04373700832355
15.7,429.4,37.3,13.8,14.4,74.9,2.8,30.5,164.62727325023548
17.2,484.6,28.3,11.5,15.5,75.4,6.4,26.2,170.6696422715469
23.6,496.6,27.6,6.1,8.6,84.7,4.4,30.3,160.6438127572242
13.5,423.8,39.1,10.1,12.7,74.7,3.4,33.1,164.53214205086695
18.9,461.5,27.1,23.0,21.2,61.3,10.3,33.9,179.60505954425042
10.4,493.9,37.5,17.7,21.2,56.5,7.4,40.2,195.52331382780883
20.2,461.8,21.8,37.8,14.5,67.1,9.2,20.3,181.35196006894657
17.1,476.6,38.9,10.1,14.7,77.0,5.6,30.1,172.34363856611563
9.8,433.5,36.4,15.6,18.4,63.9,9.6,42.7,181.96499429510988
10.6,461.2,35.8,11.6,18.3,67.8,4.8,30.1,176.65613425131676
12.4,449.0,33.8,12.0,17.3,69.1,9.8,36.6,176.4821893904154
7.2,555.6,38.6,46.9,30.2,48.9,11.2,37.1,237.02987411358131
11.7,596.9,38.5,14.6,20.1,61.7,4.9,49.6,214.29961773360813
12.4,453.5494221,23.1,18.8,17.7,64.5,4.6,33.9,175.3354372916851
12.8,453.5494221,23.0,15.0,16.8,62.0,6.4,44.5,176.58990115104203
10.8,335.8,30.7,20.3,18.2,64.0,4.9,29.0,154.90365972381466
10.7,420.9,41.0,13.5,18.9,68.9,4.8,37.5,173.3956901647108
16.6,482.1,37.6,12.9,16.7,74.7,8.0,30.8,177.75959144275944
20.4,495.8,32.6,6.3,12.4,81.4,4.8,25.1,165.1843316196901
9.3,412.3,45.4,14.2,18.7,71.4,7.1,46.1,178.52504812556822
13.3,461.2,37.2,14.9,15.8,70.1,3.3,32.1,176.11743991768728
14.6,432.6,27.9,19.7,17.9,62.4,6.2,24.9,170.03345469626473
10.3,499.3,41.3,26.1,33.7,35.8,16.5,52.1,217.76365904981873
12.6,459.5,38.7,12.4,13.3,73.0,5.8,44.6,179.57166456347323
8.9,490.6,36.5,24.7,28.9,48.7,13.8,32.2,204.54430565541017
15.2,381.4,38.6,8.9,10.7,79.7,3.5,41.4,154.30297245660145
16.9,478.6,40.0,16.4,19.4,69.6,8.0,31.8,181.58020295662817
5.3,340.9,26.0,32.6,29.1,34.4,12.2,36.3,180.98448541787263
7.9,400.3,37.6,20.1,28.1,48.6,4.3,45.2,181.38645082743903
10.6,404.4,33.4,31.0,29.0,50.5,7.3,31.9,183.87822788397477
16.2,381.0,22.0,27.9,29.9,49.6,11.5,21.3,166.6570393216574
10.1,412.7,36.5,18.0,21.8,59.3,7.5,34.8,176.59198944323947
12.6,470.7,42.0,10.8,11.4,78.9,5.7,35.8,178.269314288341
14.9,429.1,37.0,12.3,13.0,76.9,3.1,37.8,165.94380493079623
9.9,466.5,34.4,22.4,25.7,55.1,11.7,31.1,193.08576597283673
26.6,392.9,14.0,7.2,11.5,77.0,6.1,23.5,132.14481439034913
10.0,453.5494221,38.3,12.0,19.2,69.7,7.7,33.4,179.29891231003728
18.7,500.9,34.5,18.4,16.8,70.9,5.5,26.7,180.57536432854306
7.6,330.5,33.6,26.6,26.3,52.5,12.0,22.9,167.72914860580724
8.6,461.3,36.8,26.5,28.6,50.5,13.7,36.5,200.93690616521639
8.2,460.0,38.3,14.1,21.4,51.1,6.0,52.3,191.68603793825235
7.2,438.4,47.5,18.1,24.0,58.6,9.3,52.1,195.3627377506901
15.0,442.3,40.0,13.9,18.2,67.3,3.5,31.7,171.45706590161004
11.3,477.8,35.5,18.7,22.3,60.0,11.9,28.0,189.94843452854826
10.3,494.2,36.9,22.3,24.5,56.4,10.6,28.7,197.75565199053798
9.0,407.4,38.5,20.1,19.7,61.4,13.5,24.1,178.90886590773317
17.9,449.4,31.7,9.2,9.4,78.3,6.2,40.1,165.08082856626794
8.3,435.2,43.5,22.6,27.4,56.9,12.1,41.7,194.6946367198932
11.9,427.6,36.0,20.1,19.6,59.7,8.5,40.9,181.49745780292216
10.1,460.6,43.7,17.5,21.6,62.2,9.5,41.2,191.58338283353027
8.7,425.6,39.3,18.3,27.8,51.3,5.4,42.8,184.75705991803503
11.2,467.7,43.2,9.8,15.3,75.7,3.8,32.4,177.39612982555394
12.3,474.3,34.0,16.3,23.7,62.2,11.5,29.3,185.7495597539905
12.9,489.7,36.3,17.5,19.4,65.2,6.6,28.6,186.1947362883046
11.4,522.5,34.1,12.9,15.2,68.7,5.0,56.8,196.5437440199704
14.0,466.6,33.3,16.9,22.9,64.4,11.5,34.6,183.7476199841799
13.6,484.1,31.3,17.5,21.1,65.2,6.1,35.6,184.2699408530072
11.6,373.6,30.5,22.6,26.4,48.4,6.2,30.7,168.26327287533286
14.1,517.1,27.5,19.4,21.8,61.8,7.8,28.9,190.46951292928264
9.5,461.5,41.2,19.1,22.7,59.9,7.7,42.3,192.2905769738585
7.7,451.7,43.6,25.4,22.8,57.4,6.6,41.3,197.0164986565383
10.7,400.0,28.9,26.0,32.3,46.5,10.7,28.2,179.36669833577236
13.7,391.4,37.5,15.2,12.2,80.7,0.9,50.0,162.9351457829004
6.5,488.8,33.3,35.1,28.9,48.1,18.0,65.5,225.16430795067134
9.3,457.3,39.4,16.4,20.9,63.9,9.0,33.5,186.3719528567019
12.6,447.2,38.6,10.7,13.7,72.8,4.5,36.8,172.71851992243808
35.5,397.9,15.9,4.9,6.2,86.4,4.3,27.1,121.57753006526175
13.1,484.2,30.8,10.9,16.5,65.1,3.3,7.1,169.53275502743884
12.1,397.2,33.4,19.3,25.6,54.7,10.6,54.0,179.61418107473352
9.8,468.8,43.4,15.7,15.1,71.9,9.5,42.9,190.52582828241117
9.0,447.9,44.2,14.6,13.0,73.7,8.6,33.2,182.5945418505466
8.5,470.4,44.8,23.0,26.0,48.6,6.5,55.6,204.63621500784038
22.3,428.7,22.3,24.0,11.0,76.6,6.9,17.5,158.2321916690977
10.2,426.8,43.2,23.0,25.9,57.3,8.3,43.6,189.33916896497357
19.8,409.8,26.1,12.1,17.8,64.9,9.7,32.9,157.86560627803098
16.3,482.8,37.7,15.4,17.0,72.5,6.9,23.5,177.72808856306713
10.4,490.5,42.0,15.5,18.3,65.0,8.4,43.9,194.87837916597346
12.4,438.7,39.0,18.9,19.5,61.9,6.3,46.7,183.54506934395138
10.5,446.1,30.3,14.8,10.6,77.7,9.5,45.6,178.9106087570077
11.9,398.1,35.8,23.8,24.1,53.7,7.1,38.2,177.65806487233482
10.7,493.0,29.8,20.5,23.6,57.5,11.6,31.4,194.2302137068767
10.4,475.5,36.6,17.2,16.8,57.3,3.1,22.9,182.92505809020585
14.0,527.2,34.2,21.5,20.6,56.8,9.5,39.8,201.71022357213613
13.7,493.6,35.2,11.5,12.5,74.6,8.3,44.2,184.78916304480896
12.2,423.2,41.5,11.7,14.9,71.8,3.6,33.3,168.5816113865434
15.0,449.2,35.1,15.8,17.5,62.1,3.0,55.3,179.77317848707207
9.4,454.3,39.2,19.1,27.1,58.5,9.2,38.5,190.47921917553435
23.2,396.2,21.8,24.8,8.7,82.4,5.6,11.3,147.18697233807157
10.5,380.4,35.0,17.9,24.3,54.4,6.2,45.9,172.1549707614028
20.7,461.7,26.3,14.7,16.5,66.7,7.6,29.9,167.42254827772513
13.3,449.5,36.9,10.6,16.3,73.0,7.6,41.2,175.0972663672384
20.8,458.6,21.8,11.4,14.0,74.8,11.1,39.1,165.7186873174559
16.7,579.7,32.8,7.3,5.0,88.8,1.2,38.7,187.21237921783393
8.6,366.0,45.0,20.6,26.2,59.5,11.6,49.4,180.25493810169826
5.1,490.0,44.0,19.2,21.1,62.3,11.5,41.3,205.17805238430026
17.0,449.0,33.8,8.2,10.8,79.9,5.0,32.5,162.8359697074527
10.6,447.6,30.0,21.1,25.2,51.5,10.5,45.0,189.63456251261567
6.9,475.1,50.0,21.2,31.1,50.5,8.1,47.4,206.45165921904862
6.7,337.1,43.4,30.4,23.9,48.3,11.7,45.8,183.43794387148137
7.1,468.0,42.0,21.9,31.4,52.1,13.4,46.4,204.92887667201478
14.3,370.9,38.9,9.1,15.7,74.1,3.3,33.2,152.0567387440691
12.2,387.6,43.0,12.1,15.7,70.5,4.6,40.5,164.87658561093878
11.6,501.4,47.3,16.5,17.0,71.4,6.4,42.9,196.07427820922234
20.7,485.2,22.9,13.2,19.1,64.4,9.4,28.3,171.19658130743937
15.4,453.5494221,35.2,10.1,15.5,77.0,4.6,48.0,172.3000585229758
13.1,334.6,40.6,10.4,8.9,83.7,2.2,28.4,142.99423696330467
10.7,433.1,26.9,15.7,14.4,70.6,7.4,31.3,171.472216173064
10.7,475.2,35.0,12.2,21.7,67.4,8.1,36.4,183.76638947036813
12.2,452.9,32.0,22.9,23.7,49.4,14.1,37.2,191.49964921500396
15.0,494.4,32.2,17.2,21.2,69.2,7.8,24.4,182.35140618772888
13.1,429.4,31.9,22.1,22.7,58.1,6.1,36.4,178.4003713843788
12.0,471.4,28.9,14.5,16.5,65.0,5.9,28.5,177.56488570006994
17.1,399.2,25.2,18.3,18.3,61.1,7.4,31.6,161.41015232612986
20.4,497.7,31.6,11.2,15.7,72.2,5.9,36.1,174.465006800642
10.3,287.4,42.8,16.1,22.9,60.6,10.0,28.4,150.45455063724052
21.6,488.9,19.3,9.0,14.4,71.8,7.5,30.8,164.60531755009788
13.0,474.0,34.8,17.4,18.8,64.3,10.5,37.9,187.28315939724803
11.0,479.4,39.9,19.4,18.4,61.8,6.8,40.4,192.63716130281546
10.5,467.5,37.3,20.5,21.3,58.5,8.9,38.6,191.9666173570626
18.8,499.8,31.6,11.9,21.1,67.4,9.9,43.7,182.7721777877053
9.3,478.1,35.7,21.6,22.4,57.7,7.5,38.9,195.0255548089837
17.7,438.5,34.4,13.8,17.4,64.8,6.0,30.2,167.3184598338904
12.3,485.1,39.2,10.6,15.1,72.3,3.3,40.6,181.7057190831681
8.4,457.0,46.3,19.1,25.0,59.0,8.1,36.5,193.22349614740077
11.0,578.2,40.5,17.2,21.2,59.9,7.3,46.3,214.6035416664418
7.2,435.0,37.9,20.3,18.3,61.7,7.1,53.0,190.64696482086882
10.8,366.5,36.9,21.9,21.8,60.5,15.6,53.4,179.23268804939605
11.0,468.0,37.2,19.3,18.9,60.8,8.6,35.3,188.97356846404978
20.1,505.9,26.5,13.5,14.2,77.7,6.4,23.6,171.93757568105033
13.1,438.3,31.8,20.6,22.3,61.9,10.1,36.4,180.87274000160352
11.5,445.9,39.4,16.3,16.6,70.9,5.5,22.4,174.9658372424809
12.3,523.3,30.6,27.9,29.6,46.6,12.4,31.7,207.7255413315681
8.5,345.2,25.8,24.8,23.4,53.9,6.7,48.4,169.33685239541398
9.7,497.6,36.2,18.9,18.9,59.9,11.8,43.3,200.18789897218764
16.0,543.8,30.6,37.4,32.7,41.7,22.1,30.8,222.1936466541904
14.4,403.5,32.4,19.3,17.3,63.6,6.1,39.9,169.47450795100448
7.2,328.3,29.8,25.0,30.4,38.9,10.3,40.9,171.77872018725225
18.8,430.8,29.5,15.2,20.0,61.3,8.4,32.4,166.68463758255044
12.9,512.6,33.2,20.6,22.7,57.2,11.0,42.4,200.3771572499203
21.1,422.3,25.5,14.9,19.5,60.5,9.5,28.9,160.7038425489542
12.5,470.8,34.1,12.7,17.9,71.0,7.3,27.7,177.2707357091958
13.5,408.5,37.1,10.1,16.0,75.8,4.8,26.3,159.48854434271112
15.8,483.1,29.2,12.8,15.0,70.3,8.0,34.3,177.13821202226663
7.7,380.6,38.0,24.4,30.3,48.2,7.9,38.3,181.18375686094907
11.8,365.5,34.7,9.6,10.2,72.0,5.1,49.3,157.79589239466978
14.9,454.7,27.0,22.0,22.0,54.3,15.0,34.0,185.38714224101457
23.5,438.9,24.5,8.2,8.3,83.5,2.3,33.2,148.68987495414657
13.5,357.4,33.2,11.6,9.0,79.1,0.9,12.2,140.88550152421513
6.6,356.3,22.2,35.4,31.2,23.4,13.8,32.5,185.5360684831177
10.9,395.7,38.1,11.7,9.9,74.9,3.2,35.4,162.22728541833536
14.4,399.0,28.8,34.8,36.4,36.6,14.7,17.2,183.32233671383554
7.2,452.7,35.9,25.8,27.2,50.3,15.9,33.9,200.13991066481236
12.6,381.7,35.1,11.4,19.4,67.2,5.1,41.4,161.1293192264926
16.8,489.9,32.1,8.1,8.0,80.7,7.1,43.7,175.0948974404242
13.4,479.9,39.5,13.9,16.7,71.7,7.7,39.0,184.5254148341607
15.4,473.8,32.4,17.6,19.4,58.8,8.7,31.8,182.31445750896836
10.5,495.5,40.0,15.8,21.3,60.5,5.7,42.5,194.24959392421056
9.4,499.7,42.1,18.0,21.3,60.9,7.2,37.3,197.9712094461615
9.0,376.6,40.8,15.2,19.2,66.6,7.0,38.0,168.76168450881076
14.4,449.3,38.3,14.9,18.6,70.4,8.5,32.1,176.2520427667013
18.1,405.2,35.1,10.2,11.3,78.8,1.2,38.4,154.11231238708578
7.7,463.6,39.8,22.0,16.7,63.3,10.1,33.0,193.8801037421183
8.2,465.9,36.3,22.5,23.6,59.9,13.8,32.7,196.15174913721415
8.3,424.0,42.7,22.0,26.0,50.1,11.2,43.0,192.48163284585252
14.1,453.5494221,29.5,8.4,13.2,68.5,10.3,43.5,173.60807716005803
16.8,419.8,29.1,15.9,16.6,63.8,5.9,31.3,164.1657815927488
11.3,310.1,42.2,14.5,20.1,66.3,8.5,43.3,155.05444646127995
8.8,383.0,39.2,20.6,22.1,54.7,9.0,39.4,177.56047822543758
8.3,468.1,42.5,20.4,29.8,52.0,8.3,39.8,197.7945710667753
28.3,430.7,19.0,13.4,10.2,82.5,4.9,21.9,142.74251506694952
6.1,453.6,38.0,26.8,26.7,53.1,15.5,22.7,198.95926696299603
7.4,430.4,40.3,27.7,25.8,50.8,13.5,37.6,197.73061830712896
6.7,460.3,42.0,26.1,33.2,40.8,10.2,56.5,209.82182987998
23.3,483.7,18.0,18.4,21.7,69.6,9.6,22.6,168.1483166386211
13.1,431.7,35.4,14.9,16.4,58.4,11.3,48.4,180.97066988374485
13.5,486.3,32.5,16.3,19.7,68.9,8.4,24.6,181.90433372581975
10.2,483.4,41.3,18.3,19.8,62.0,7.4,44.5,195.5685433116374
15.2,420.8,28.8,12.9,20.1,60.7,7.9,33.5,166.2038946884339
7.8,433.7,44.2,23.5,27.4,54.0,14.9,45.7,199.13182904393972
20.1,475.8,31.2,12.3,14.4,69.7,4.1,37.6,170.47390068655196
10.2,448.7,38.8,19.6,26.7,52.2,12.0,30.5,189.20290140891865
8.7,423.4,37.6,23.1,22.1,50.0,8.0,37.5,187.0902627731738
10.3,488.5,40.6,13.7,20.3,66.9,9.2,33.9,190.1238460893685
20.5,416.6,35.6,6.3,10.0,78.6,1.7,13.6,144.64377383350782
12.7,425.8,36.7,14.5,17.5,71.5,8.6,31.4,171.6272138107119
14.0,421.4,37.2,9.8,8.2,76.6,3.8,29.9,161.28944370857553
12.7,464.7,31.5,20.9,19.6,59.4,8.5,29.2,184.1504623277008
16.4,474.0,32.1,11.6,12.5,74.6,7.3,32.9,173.10606012354813
7.9,368.6,45.9,18.2,18.7,57.9,7.4,28.3,171.20586137888324
17.1,388.8,36.4,11.7,18.3,69.9,1.1,39.7,155.54557378509446
18.7,453.5494221,35.5,10.9,17.4,76.1,4.9,32.9,165.96276988635583
5.5,382.4,39.5,39.3,34.7,39.9,17.3,44.4,204.4657664567127
19.5,348.4,21.3,21.3,17.8,61.1,8.8,26.3,148.41491443599304
33.6,453.5494221,15.2,6.6,8.0,84.0,4.5,25.0,136.21128656406427
20.0,453.5494221,28.4,7.6,12.9,79.3,6.2,32.3,159.33562496996976
14.2,457.8,35.0,20.8,18.9,54.6,3.9,34.9,182.1145266131368
13.9,484.3,37.8,10.6,17.5,72.9,7.5,34.7,180.38172892140244
11.7,472.8,39.2,16.8,21.2,62.1,8.8,46.2,191.39408044312884
7.4,468.7,45.4,20.1,23.3,58.5,4.0,41.2,195.89001246175835
13.2,487.9,30.1,21.7,17.6,60.9,11.3,23.3,188.238433111776
